a,y,sex,race,mom_educ,dad_educ,log_parent_income,log_parent_wealth,test_percentile
college,TRUE,Male,Non-Hispanic Non-Black,College,Some college,74.48831667474312,42.20540693777528,34.653160619971246
no_college,FALSE,Female,Hispanic,High school,High school,53.87069062539848,24.75129766918329,8.703530539279718
college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,48.71470766800786,1,15.16743045146544
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,17.084448486923968,1,16.02438295458701
no_college,FALSE,Male,Hispanic,Some college,Some college,42.702801118938275,14.71247934166853,0
no_college,FALSE,Male,Hispanic,< HS,< HS,1,15.290475770186529,45.23836831376113
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,29.793160320969953,17.63316844613614,40.92973947328305
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,Some college,1,1,13.530822169826326
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,1,10.717710061964263,33.269073848173385
no_college,FALSE,Female,Non-Hispanic Black,No mom,No dad,8.113276054088736,1,32.084830765204714
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,42.63359382224358,1,50.36373005978342
no_college,FALSE,Male,Hispanic,Some college,< HS,16.203431892097125,1,0
college,FALSE,Female,Non-Hispanic Non-Black,High school,College,11.76646336783945,30.125919064024053,69.84491641651829
college,FALSE,Female,Hispanic,< HS,No dad,38.97047611232512,38.43644991096267,13.493137951439524
no_college,FALSE,Male,Hispanic,< HS,No dad,12.39956048824937,11.987188812377795,20.2821309551577
no_college,FALSE,Male,Hispanic,< HS,Some college,1,14.88502217713855,14.595216470505626
college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,59.48189681006207,16.78490296603288,10.385815323867298
college,FALSE,Female,Non-Hispanic Non-Black,College,College,50.49198249012453,103.82021463947254,83.56963967983677
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,No dad,28.623394537262755,1,43.176326298610256
no_college,FALSE,Female,Hispanic,< HS,No dad,1,13.623949066953859,0
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,10.116233890470937,7.587563810151562,0
no_college,TRUE,Male,Non-Hispanic Non-Black,College,< HS,1,50.03896262072567,2.189336017922212
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,22.597744925823363,12.720357598917882,0
college,TRUE,Male,Non-Hispanic Non-Black,College,No dad,27.18150120210082,51.15953168323746,29.783434033373197
no_college,FALSE,Male,Non-Hispanic Black,High school,High school,1,5.734867898833871,7.660980298396645
no_college,FALSE,Male,Hispanic,< HS,< HS,4.048329542187265,6.457415844330838,19.389051702385316
college,FALSE,Female,Non-Hispanic Non-Black,No mom,No dad,80.33774268455069,27.322684738375454,19.47565396972151
no_college,FALSE,Female,Non-Hispanic Non-Black,No mom,College,1,46.917734839564375,12.541556226481866
college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,50.1759368614607,11.863823133000636,33.81369375570798
no_college,FALSE,Male,Non-Hispanic Non-Black,College,College,4.563881156421747,85.57924073297406,26.426363199783783
college,TRUE,Female,Non-Hispanic Non-Black,High school,College,29.033518909025016,61.56648076503153,23.51311966061219
no_college,FALSE,Female,Non-Hispanic Non-Black,No mom,High school,1,5.84781250869311,34.794435553025465
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,High school,5.749449477134654,59.15029803075509,3.194885432539797
no_college,FALSE,Male,Hispanic,No mom,No dad,12.805509779268816,1,0.8930782612533061
college,FALSE,Female,Hispanic,High school,No dad,15.217440747604744,1,69.66088467454013
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,High school,1,55.01414294241876,17.516277094597786
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,18.03525348796314,9.340546875171711,12.552256982449215
no_college,FALSE,Male,Non-Hispanic Black,High school,Some college,22.852287383621707,21.09153336706886,42.92354785065879
no_college,FALSE,Female,Hispanic,< HS,Some college,3.4013064956943406,34.46486725880402,0
no_college,FALSE,Female,Hispanic,< HS,< HS,14.916811785022261,10.177445902392133,24.235405702083753
no_college,FALSE,Female,Non-Hispanic Black,No mom,No dad,1,19.221779890556814,14.81338467728114
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,No dad,2.3487890849356923,74.55623014793274,0
college,FALSE,Male,Non-Hispanic Non-Black,Some college,Some college,71.65980484360784,1,1.8731341938511221
no_college,FALSE,Male,Hispanic,< HS,No dad,1,32.926355258873684,26.380387459656465
college,FALSE,Male,Non-Hispanic Non-Black,High school,Some college,9.693449267282386,25.10250240407098,20.024667957893026
no_college,FALSE,Male,Hispanic,High school,High school,23.760241468232014,13.693070611640366,17.747551919575496
no_college,FALSE,Male,Non-Hispanic Non-Black,College,College,57.32210750224395,26.12845836940955,46.92729804567264
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,1,28.99307029352558,11.111236799848534
no_college,FALSE,Female,Non-Hispanic Black,Some college,Some college,3.2880080075674645,24.059167407908316,40.71880334900438
no_college,FALSE,Female,Hispanic,< HS,Some college,1,11.207457053609703,20.499513866732972
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,5.996801787566083,12.32493022564142,26.220508665233204
no_college,FALSE,Female,Non-Hispanic Black,High school,High school,17.031659840412484,23.790957084122127,15.452721745131523
college,FALSE,Male,Non-Hispanic Non-Black,Some college,< HS,80.39005094995122,18.95647098498118,34.40513070038712
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,26.4786643022094,18.85349348875704,6.965723395864565
no_college,FALSE,Male,Non-Hispanic Non-Black,No mom,High school,46.585586411867084,23.516875366688417,0
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,22.235295923171034,1,18.162705346309988
no_college,FALSE,Female,Non-Hispanic Non-Black,College,College,1,28.518314566749318,35.38562553305428
college,TRUE,Female,Non-Hispanic Black,College,No dad,18.79538969251964,38.53086298269983,43.00765695270508
no_college,TRUE,Female,Non-Hispanic Non-Black,Some college,No dad,11.583395456164066,1,18.709746762199654
no_college,FALSE,Female,Non-Hispanic Black,< HS,No dad,14.13848625732008,9.706068382306666,12.638996957976978
college,FALSE,Male,Non-Hispanic Non-Black,High school,Some college,67.62445729177337,1,39.87161194430781
no_college,FALSE,Male,Hispanic,High school,College,1,16.28917461222383,0
college,TRUE,Male,Non-Hispanic Non-Black,College,College,55.06448835528081,73.70708748893854,0
no_college,FALSE,Male,Non-Hispanic Black,High school,High school,13.581700729083858,7.856135779321278,40.31652856160556
college,FALSE,Female,Non-Hispanic Non-Black,College,Some college,27.04659758144789,2.3060913734867157,89.20144228642661
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,9.682686886067872,1.1776070105510854,0
no_college,FALSE,Female,Hispanic,High school,High school,23.432793181438132,1,10.572429797073118
no_college,FALSE,Female,Hispanic,Some college,Some college,6.465940182872092,31.311774384711278,42.72798666555306
no_college,FALSE,Male,Non-Hispanic Non-Black,College,High school,14.258894544260967,17.72049174930724,10.082764799063986
college,TRUE,Female,Non-Hispanic Non-Black,College,College,49.6627492720652,1,0
no_college,TRUE,Male,Non-Hispanic Non-Black,High school,Some college,29.733725406594868,1,36.383947119963715
no_college,FALSE,Female,Non-Hispanic Black,High school,High school,6.553491129388306,20.725243159740867,12.013170828764888
no_college,TRUE,Male,Non-Hispanic Non-Black,College,College,31.970136037030727,52.463071824539405,65.36629746808948
college,TRUE,Male,Non-Hispanic Non-Black,High school,High school,62.97258725913153,1,2.0053829811581387
college,FALSE,Female,Non-Hispanic Black,College,College,3.072846354279921,27.67266302087522,83.94281298754267
no_college,FALSE,Male,Non-Hispanic Black,High school,High school,14.03747134132197,27.175124376976914,0
college,TRUE,Male,Non-Hispanic Non-Black,College,College,1,64.75250434854912,3.7085501658608635
no_college,FALSE,Male,Non-Hispanic Non-Black,College,No dad,52.959565690136444,40.456379656070695,22.0007808868518
college,FALSE,Male,Non-Hispanic Black,College,High school,42.44924334075973,20.001348474945733,24.236686535350835
no_college,FALSE,Female,Non-Hispanic Black,No mom,No dad,33.42442307335867,27.975255715437978,19.56955808562294
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,Some college,11.623673054311231,1,7.872106937807295
no_college,FALSE,Male,Hispanic,High school,High school,30.265071362710184,32.259312739208475,27.957998132931557
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,Some college,10.454094122131366,43.0161667045673,36.48057307915846
no_college,FALSE,Male,Non-Hispanic Black,High school,Some college,19.87536852969,1,10.630241084711148
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,18.545242649437082,1,13.88275870093647
no_college,FALSE,Female,Hispanic,No mom,No dad,1,27.436833142571345,35.56603084263641
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,No dad,16.032904055607787,27.887975551341334,16.40177509173301
no_college,FALSE,Female,Non-Hispanic Black,College,Some college,1.8100746231619453,8.721672214460856,0
no_college,TRUE,Male,Non-Hispanic Black,Some college,Some college,1,1,38.86920662413384
no_college,FALSE,Female,Hispanic,Some college,No dad,49.64929341150976,15.148724124910867,18.765450562740774
college,FALSE,Male,Non-Hispanic Non-Black,Some college,College,78.72868035718153,33.522705732802244,53.481266805630945
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,1,22.056708935884355,8.459749958573628
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,Some college,35.96874700859147,46.249748475385985,36.931295802187464
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,43.23194913662967,18.464142801578916,34.021060931611395
no_college,TRUE,Male,Non-Hispanic Black,College,< HS,53.96055255647246,37.18923599044344,0.6854978251975226
college,TRUE,Male,Non-Hispanic Non-Black,College,Some college,14.939632153023627,60.868342640902256,28.037548293265743
no_college,FALSE,Female,Hispanic,< HS,< HS,1,7.817681504148854,39.611984464004756
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,39.66440100364812,36.23924134446044,0
college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,30.364123346937355,1,30.724885012661186
no_college,FALSE,Male,Non-Hispanic Black,Some college,Some college,9.466962186368146,4.566233555034808,45.48026462354575
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,Some college,20.587258290758935,24.65946398389832,0.4994438898596236
no_college,TRUE,Male,Non-Hispanic Non-Black,College,College,36.75026221102778,93.06485759663299,11.913329156573045
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,High school,35.19329810231612,8.188356733803339,3.5641602839535267
no_college,FALSE,Male,Hispanic,High school,< HS,36.94966880199852,20.086094928003334,27.878903355670424
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,No dad,62.86520921136295,14.480934281215653,32.33942101852452
college,FALSE,Female,Non-Hispanic Black,No mom,No dad,1,11.090106907360623,12.640272481800393
no_college,TRUE,Male,Non-Hispanic Non-Black,College,No dad,30.56732656079115,14.12366901200174,30.651746676377655
no_college,FALSE,Male,Non-Hispanic Black,High school,High school,9.978545029186838,1,51.396509445374164
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,9.116027852811978,6.051556779043192,32.42804737439067
no_college,TRUE,Male,Non-Hispanic Black,Some college,No dad,22.168293846306003,1,5.413063039743969
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,21.841642468016182,19.26169251609121,19.709267656442023
no_college,FALSE,Female,Non-Hispanic Non-Black,College,College,1,73.83333666738892,49.01152770745439
no_college,FALSE,Female,Non-Hispanic Black,College,High school,12.39627738426579,6.998463960893872,22.898453628867983
no_college,FALSE,Male,Hispanic,Some college,No dad,29.49797003142657,32.63753351830739,3.256437259921455
no_college,FALSE,Female,Non-Hispanic Non-Black,No mom,High school,43.71223946508904,14.260893339342815,0
no_college,TRUE,Female,Non-Hispanic Non-Black,High school,Some college,15.090828641607587,69.48324137413324,0
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,No dad,105.81882935167404,69.81626411272634,21.782147946610728
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,11.274121642186032,19.490886812241275,11.215735096754969
no_college,FALSE,Male,Hispanic,Some college,< HS,26.23024524008494,29.591209561944588,15.5042935078799
no_college,TRUE,Male,Non-Hispanic Non-Black,College,< HS,5.453038669668082,18.869080289425074,53.625042298960125
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,No dad,83.44947788446677,1,45.07077816470218
no_college,FALSE,Female,Hispanic,< HS,No dad,4.963608518610691,11.193585564497443,27.191423668451208
no_college,FALSE,Male,Hispanic,College,College,23.325498566578922,1,40.31803504675894
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,1,29.303597979907117,16.9093526573652
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,28.76999995845525,11.982869877475496,29.975416322150288
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,19.470111753311325,23.652055950266224,0
no_college,FALSE,Male,Non-Hispanic Black,College,No dad,14.687060492225875,54.9813216220926,4.479749243847165
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,College,15.988286717618358,3.4533357541184984,0
no_college,FALSE,Male,Hispanic,Some college,< HS,6.0721161926152245,12.2985503785936,18.52341546234193
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,Some college,4.951031528663009,1,66.54001471672747
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,18.538591561095714,1,6.063810158513345
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,College,38.629887104388246,33.30536905836458,18.116855296284214
college,TRUE,Male,Non-Hispanic Non-Black,College,College,48.795595980192516,15.782379256377585,0
no_college,FALSE,Male,Non-Hispanic Black,< HS,High school,9.49524139408219,22.444365122912913,32.625737935798064
no_college,FALSE,Female,Hispanic,Some college,No dad,42.97804803091104,58.30626509190154,1.8757307894626685
no_college,FALSE,Male,Hispanic,High school,Some college,1,1,0
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,1,22.83476988011023,21.164193833199565
college,FALSE,Male,Non-Hispanic Black,College,College,28.662076101413163,37.81688348638332,39.93767303225011
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,No dad,26.48490403822096,1,70.65187194848484
no_college,TRUE,Female,Hispanic,< HS,High school,34.129990608129575,31.678824479702747,8.446892654105024
no_college,TRUE,Male,Hispanic,< HS,< HS,8.779396555171582,31.52518661948408,48.616312891654204
no_college,FALSE,Male,Hispanic,High school,No dad,1,5.988005388546618,10.154762250906446
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,Some college,25.66415583177947,62.27842291925347,10.336389664695613
no_college,FALSE,Male,Hispanic,No mom,Some college,20.929793481575043,1,27.629920360897636
no_college,FALSE,Female,Non-Hispanic Black,High school,High school,23.516889784381654,32.82698905719765,33.34617964173566
no_college,FALSE,Female,Non-Hispanic Non-Black,No mom,Some college,1,1,25.028019490148203
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,High school,29.714227825238115,34.55671781622079,51.383652088744824
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,No dad,6.593490738989049,33.56686630400142,0
no_college,FALSE,Male,Non-Hispanic Black,< HS,Some college,28.7564366138292,1,17.764981361016055
no_college,FALSE,Female,Hispanic,Some college,Some college,25.820411973113927,16.531392746809143,39.751436117351176
no_college,FALSE,Male,Hispanic,< HS,< HS,8.23198586953795,28.718878027625557,17.61029829262929
no_college,TRUE,Female,Non-Hispanic Non-Black,College,College,40.91960617389111,1,54.57993629153926
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,10.148294084244817,16.00755426257993,41.9407670415892
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,1,24.97161853447645,1.5872596761551847
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,18.648550148404798,18.099957222309964,23.67007942865164
college,FALSE,Female,Non-Hispanic Black,Some college,No dad,18.8562934087058,7.866788978038375,38.365866328333894
no_college,TRUE,Female,Non-Hispanic Non-Black,High school,Some college,19.61585216293974,20.924664624697854,30.536318325941913
no_college,TRUE,Male,Hispanic,No mom,College,61.21058543372605,116.22374279317305,64.13161287850244
no_college,FALSE,Female,Non-Hispanic Black,< HS,< HS,3.2452507358005054,12.733361196678873,0
no_college,FALSE,Female,Non-Hispanic Black,High school,High school,4.795255377300787,15.49386291618183,17.428021382149044
no_college,FALSE,Female,Non-Hispanic Non-Black,No mom,< HS,27.20410462937312,1,29.346823890925812
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,Some college,35.71369329457966,58.168246243892085,0
college,TRUE,Male,Non-Hispanic Non-Black,High school,Some college,41.05408330732783,38.56584837937411,75.32212398416485
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,26.088130509258267,19.34497536832386,21.08145523950958
college,TRUE,Male,Hispanic,High school,High school,1,11.26134993671415,0
no_college,FALSE,Female,Non-Hispanic Non-Black,College,High school,1,1,45.40394308249285
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,No dad,34.137981028720475,48.779292102492164,53.52467554544177
no_college,FALSE,Male,Hispanic,< HS,No dad,5.3010372984256975,1,0
no_college,FALSE,Female,Non-Hispanic Black,No mom,No dad,21.43896156543446,10.358693063346639,11.859319788301903
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,52.40927355182846,35.8719345854083,24.041635088096783
no_college,FALSE,Male,Non-Hispanic Black,Some college,Some college,20.22658173026641,27.493610500385515,46.97765403367782
no_college,FALSE,Male,Hispanic,High school,No dad,5.128887861705202,31.971569822242223,31.76844487676268
college,TRUE,Female,Non-Hispanic Black,High school,No dad,24.105734737221564,29.037606445079888,1.7484232265737774
no_college,FALSE,Male,Non-Hispanic Black,No mom,No dad,32.55739752796542,11.312094111663615,8.486213231780319
no_college,TRUE,Female,Hispanic,College,College,43.164099977525,3.844562940382964,31.339801419482466
no_college,FALSE,Male,Non-Hispanic Non-Black,No mom,No dad,58.314100731015024,17.790359709241148,28.36226320429081
no_college,FALSE,Female,Non-Hispanic Black,No mom,No dad,9.7128970725615,17.744774613109822,21.43796166902319
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,No dad,43.30207464843203,12.287899814284826,0.2169867221645756
college,TRUE,Female,Non-Hispanic Non-Black,College,College,35.79676830086752,64.32229999649913,50.53900740539938
college,TRUE,Male,Non-Hispanic Non-Black,College,College,45.77050714809046,59.617999543309864,0
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,Some college,5.802546590143578,17.374516179624635,6.765663535040979
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,1,1,5.671818670826244
college,FALSE,Female,Hispanic,College,No dad,42.44543517373328,28.357587277955957,0
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,18.170828310477567,1,29.30830208975221
no_college,FALSE,Male,Non-Hispanic Non-Black,No mom,Some college,74.76683852676057,36.992342629973606,10.458736019689951
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,College,11.328832358121922,12.060189889121634,0
no_college,FALSE,Male,Non-Hispanic Non-Black,No mom,High school,62.335895025764806,26.035092418369658,8.06860661655765
no_college,FALSE,Female,Non-Hispanic Black,Some college,< HS,23.999876350280868,37.58128568907511,10.848471820003557
no_college,FALSE,Female,Hispanic,High school,High school,46.41636431134559,36.56849917923647,55.36211423509846
college,TRUE,Female,Hispanic,< HS,No dad,31.615470162110107,75.86509926582762,31.90729115617704
college,TRUE,Female,Non-Hispanic Non-Black,College,College,79.37694053225339,27.185822886763148,43.917074429371254
no_college,FALSE,Male,Non-Hispanic Black,High school,High school,14.680868735689689,46.533868550760424,10.08981008189447
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,No dad,1,2.534001153009296,32.45281791740378
no_college,TRUE,Female,Hispanic,Some college,< HS,68.55435255671279,14.144863775021081,24.765095693890256
college,TRUE,Male,Non-Hispanic Non-Black,Some college,High school,1,34.38741391614408,6.18254251438098
no_college,TRUE,Female,Non-Hispanic Non-Black,High school,College,1,53.98891645276536,12.395927630792352
college,TRUE,Female,Non-Hispanic Non-Black,College,College,43.52010262193175,1,15.36919517658822
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,< HS,1,29.991088076939185,0
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,7.060123446000603,20.460740788105696,3.1829765786039346
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,No dad,1,26.382010309590278,30.11859335491296
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,No dad,44.03835470661788,22.176467209975858,11.628167183890508
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,36.40407966300328,1,2.678757464045834
college,FALSE,Female,Non-Hispanic Non-Black,< HS,College,3.7830269026435133,1,27.117044661809057
no_college,FALSE,Female,Non-Hispanic Black,Some college,Some college,31.767026886777906,1,19.539902122744074
no_college,TRUE,Female,Hispanic,Some college,No dad,41.050224649557734,6.915191743907178,36.69723880834876
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,High school,1,81.81264190556449,38.761423122884864
college,TRUE,Female,Non-Hispanic Non-Black,High school,No dad,35.57484527635687,40.36337843843316,29.046463849555106
no_college,FALSE,Female,Hispanic,Some college,Some college,1,9.43303165597367,29.286087293033447
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,< HS,25.408766578861023,4.399978202487347,25.080251115907355
no_college,FALSE,Male,Hispanic,Some college,Some college,5.991288964977921,20.591929899938368,27.697701017425132
no_college,TRUE,Male,Non-Hispanic Non-Black,Some college,High school,2.8837004904726413,52.45613712455244,14.783751693791462
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,11.056911007408162,1.9725468563510802,29.15399540911534
no_college,FALSE,Male,Non-Hispanic Black,High school,High school,12.971517838233101,23.81249636904969,21.785531680725004
no_college,FALSE,Male,Hispanic,High school,< HS,14.948413655385984,10.792481226350887,24.51264632888602
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,High school,37.67404979611994,47.579181108462535,36.16206043125565
no_college,FALSE,Female,Non-Hispanic Black,No mom,No dad,1,16.90180390538331,12.135673911175326
no_college,FALSE,Male,Hispanic,Some college,High school,1,1,3.449997875215729
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,Some college,15.115450474511297,1,7.172214454076755
college,FALSE,Female,Non-Hispanic Non-Black,High school,No dad,39.188843043225084,58.172136057936655,47.78833106694286
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,College,30.365555182825677,1,32.97019383514446
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,Some college,46.98259741014446,3.428828973074456,57.854444112491535
college,FALSE,Male,Non-Hispanic Black,High school,No dad,5.232819458500078,28.832238249471533,24.750658508291572
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,9.703930999931128,23.974337572801076,34.95340841631139
no_college,FALSE,Male,Non-Hispanic Black,High school,No dad,15.776110003552466,14.748905519497779,15.797947967283337
no_college,TRUE,Male,Non-Hispanic Black,Some college,Some college,29.173420637054413,1,15.86943781012943
no_college,FALSE,Male,Hispanic,College,Some college,1.0780318663102868,38.8513293774295,14.526013192065527
no_college,TRUE,Male,Hispanic,< HS,Some college,10.461707156548908,24.261224247486695,39.211411910950446
no_college,FALSE,Female,Non-Hispanic Non-Black,No mom,No dad,31.68874544810464,5.509659817411746,19.787952426892993
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,College,4.823436113472166,28.415936367154217,44.89911427531183
no_college,FALSE,Male,Non-Hispanic Black,Some college,High school,18.185812156459853,10.539857251710696,27.114434011658414
no_college,FALSE,Female,Non-Hispanic Black,No mom,No dad,8.612706135727622,25.249252996183976,10.957942952044034
no_college,TRUE,Male,Non-Hispanic Black,No mom,No dad,9.911065435771144,39.52305768461318,16.635101892010383
no_college,TRUE,Male,Hispanic,High school,High school,18.52867853605658,1,18.0130796038236
no_college,FALSE,Female,Non-Hispanic Black,High school,No dad,22.30892109519948,1,0
no_college,FALSE,Male,Non-Hispanic Black,< HS,No dad,16.764470814580342,11.106427869353318,21.257692087408365
no_college,FALSE,Female,Hispanic,Some college,No dad,22.03027954005537,28.768335730607212,0.7663484481417893
no_college,FALSE,Female,Non-Hispanic Black,College,College,1,32.29309280792895,0
no_college,TRUE,Male,Non-Hispanic Non-Black,No mom,< HS,16.055102922988628,3.6938821999266374,8.246071247819962
no_college,FALSE,Female,Non-Hispanic Black,< HS,No dad,31.9374672470503,9.05561121246008,7.474107056629931
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,1,1,23.890557803679624
no_college,FALSE,Male,Non-Hispanic Black,Some college,No dad,1.7280203103343617,33.18722100682645,20.80607488898098
no_college,FALSE,Female,Non-Hispanic Non-Black,College,College,32.0904319029996,17.572513103076222,0
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,High school,35.79556180549451,22.444361366609375,0
no_college,FALSE,Female,Non-Hispanic Black,Some college,College,34.46789239180237,22.061953777038685,30.002266074218262
college,TRUE,Male,Non-Hispanic Non-Black,Some college,Some college,37.868587720837084,21.608049180153454,16.14144149818196
college,TRUE,Male,Non-Hispanic Non-Black,College,College,52.54491451143792,89.6110004842882,83.69680793434779
no_college,FALSE,Female,Non-Hispanic Black,Some college,No dad,23.421656440192844,6.351025067717993,55.26593586648988
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,High school,19.004625871944295,14.68668183678821,20.29926877312659
no_college,FALSE,Male,Hispanic,< HS,< HS,22.434429021380893,9.384971934965048,8.05043125885725
no_college,FALSE,Male,Hispanic,< HS,< HS,36.31391059467519,16.03968609322747,29.446560577245393
no_college,TRUE,Female,Hispanic,College,Some college,1,2.8896816619746275,11.46548285516161
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,High school,37.28453440506799,23.627477728953366,21.30348444651134
no_college,FALSE,Female,Non-Hispanic Non-Black,< HS,High school,43.64996851181419,5.035035215121111,36.17367963833012
college,FALSE,Female,Hispanic,Some college,Some college,33.791716652786214,15.917520090342304,19.39792145157779
no_college,FALSE,Male,Non-Hispanic Non-Black,Some college,High school,1,5.242612702218288,4.906438402704115
no_college,FALSE,Male,Hispanic,High school,Some college,11.99446108514642,1,0
no_college,TRUE,Male,Non-Hispanic Black,High school,High school,17.223646926734915,1,43.48128325575355
no_college,FALSE,Female,Non-Hispanic Non-Black,Some college,Some college,44.69393194812957,53.637904492992504,35.3719417413109
no_college,FALSE,Female,Hispanic,No mom,No dad,21.1726690017613,16.837591785710835,36.53929420335379
no_college,FALSE,Male,Non-Hispanic Non-Black,< HS,< HS,1,1,28.480524011286455
no_college,FALSE,Male,Hispanic,< HS,< HS,17.286235286255895,3.260947487636205,0
no_college,FALSE,Male,Hispanic,High school,Some college,15.946653068672878,50.85009667588787,4.92401135605904
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,No dad,31.14300140270238,37.583277941974075,26.638487338574894
no_college,FALSE,Female,Non-Hispanic Non-Black,College,Some college,3.5286541687845236,30.145717930387082,33.633133875517146
college,TRUE,Female,Non-Hispanic Non-Black,High school,No dad,21.882365618446375,20.709463581052923,6.1851742178991245
college,FALSE,Male,Non-Hispanic Non-Black,High school,College,1,57.580287891184,18.796131401724736
college,TRUE,Male,Non-Hispanic Non-Black,Some college,High school,28.097451747545538,94.9093714051485,0
no_college,FALSE,Male,Non-Hispanic Black,High school,High school,7.662801907643664,4.59740244488488,30.135182264337566
no_college,FALSE,Male,Non-Hispanic Black,High school,College,38.16049355202851,1,8.829744930211644
no_college,TRUE,Female,Hispanic,< HS,Some college,28.616603885589527,9.540935219603393,15.523909643061046
no_college,FALSE,Female,Hispanic,Some college,Some college,17.994631730326592,6.346756867154186,18.347933190697233
no_college,FALSE,Female,Non-Hispanic Black,No mom,No dad,1,57.639005616476304,14.075182100618868
no_college,FALSE,Male,Non-Hispanic Non-Black,High school,No dad,1,21.582755714022234,4.543363968624693
no_college,FALSE,Female,Non-Hispanic Non-Black,High school,Some college,1,43.90356032067427,11.204302663590791
no_college,FALSE,Female,Hispanic,Some college,No dad,43.542754002932355,40.46662498648858,0.9011102251291465
